72 72 1.383210
72 72 1.399961
72 72 1.215911
72 72 1.568605
72 72 0.818815
72 72 1.742397
72 72 1.312347
72 72 1.385796
72 72 1.911152
72 72 1.280883
72 144 1.564271
72 144 2.219327
72 144 2.118043
72 144 1.992706
72 144 2.340335
72 144 1.478693
72 144 1.369686
72 144 1.141987
72 144 1.983020
72 144 2.001101
72 216 1.886975
72 216 1.676157
72 216 1.477257
72 216 2.258928
72 216 1.677185
72 216 2.163326
72 216 1.558888
72 216 1.619822
72 216 1.692938
72 216 1.702603
72 288 2.165277
72 288 1.997916
72 288 1.555670
72 288 1.548235
72 288 1.351761
72 288 1.920779
72 288 1.749222
72 288 1.938007
72 288 1.481915
72 288 1.982339
72 576 2.883721
72 576 2.393211
72 576 3.604982
72 576 2.845126
72 576 2.545620
72 576 3.693804
72 576 3.061420
72 576 2.258786
72 576 2.314540
72 576 2.387677
72 1152 3.958417
72 1152 3.758456
72 1152 4.103557
72 1152 4.407718
72 1152 4.637174
72 1152 4.168540
72 1152 4.520518
72 1152 4.136079
72 1152 4.690120
72 1152 4.292443
72 2592 7.570176
72 2592 7.867078
72 2592 7.913644
72 2592 8.042084
72 2592 8.313454
72 2592 8.461747
72 2592 8.100316
72 2592 8.398679
72 2592 8.390621
72 2592 7.823490
72 5184 14.825578
72 5184 14.809555
72 5184 14.457985
72 5184 14.281521
72 5184 14.788208
72 5184 14.527869
72 5184 15.161111
72 5184 15.010363
72 5184 15.775227
72 5184 15.150683
72 10368 28.103624
72 10368 29.382795
72 10368 28.268736
72 10368 27.632248
72 10368 28.615644
72 10368 27.996313
72 10368 27.674419
72 10368 28.764021
72 10368 27.768904
72 10368 28.173538
