72 72 0.081711
72 72 0.358039
72 72 0.172752
72 72 0.025230
72 72 0.138901
72 72 0.082957
72 72 0.081035
72 72 0.328947
72 72 0.029894
72 72 0.095053
144 144 2.480775
144 144 4.315343
144 144 1.028814
144 144 1.996042
144 144 2.165598
144 144 6.531443
144 144 2.782020
144 144 2.340103
144 144 4.940356
144 144 0.690240
216 216 1.574196
216 216 8.379274
216 216 12.043167
216 216 16.732712
216 216 15.613482
216 216 11.038778
216 216 15.429719
216 216 6.764789
216 216 8.529562
216 216 14.372535
288 288 39.159061
288 288 12.210433
288 288 38.810593
288 288 11.575559
288 288 13.812388
288 288 16.074757
288 288 34.943352
288 288 33.009987
288 288 16.327093
288 288 11.441946
