346 2 1 39.452263
689 2 2 48.936375
1375 2 4 40.983894
2747 2 8 33.989548
4119 2 12 28.546528
5491 2 16 27.779585
8235 2 24 24.982491
10979 2 32 22.861921
16467 2 48 20.889994
21955 2 64 19.493423
24699 2 72 20.803972
