2450 48 1 0.922450
4851 48 2 1.281948
9653 48 4 1.720638
19257 48 8 2.804970
28861 48 12 3.807950
38465 48 16 5.030087
57673 48 24 7.514812
76881 48 32 10.098471
115297 48 48 15.595113
153713 48 64 22.330719
172921 48 72 25.577110
