2404 2 1 1.635578
4805 2 2 2.915928
9607 2 4 6.014845
19211 2 8 14.130809
28815 2 12 22.336081
38419 2 16 31.856302
57627 2 24 44.716480
76835 2 32 53.371674
115251 2 48 83.643982
153667 2 64 126.878494
172875 2 72 249.266586
