1 72 1000000 1154540 16.582681
1 72 1000000 1038182 15.496438
1 72 1000000 1131736 15.501136
1 72 1000000 1261259 12.980854
1 72 1000000 1038551 33.417503
1 72 1000000 1113512 18.563984
1 72 1000000 1250161 14.596422
1 72 1000000 1038546 14.283878
1 72 1000000 1038546 14.351586
1 72 1000000 1038551 19.675340
1 72 1000000 1254121 14.292364
1 72 1000000 1171965 13.771939
1 72 1000000 1101460 14.306302
1 72 1000000 1265332 15.414088
1 72 1000000 1252637 14.278147
1 72 1000000 1252218 13.633104
1 72 1000000 1038795 13.658326
1 72 1000000 1180277 13.966645
1 72 1000000 1195960 14.272599
1 72 1000000 1249460 13.738900
1 72 1000000 1038187 14.322588
1 72 1000000 1038546 14.248772
1 72 1000000 1205305 14.451781
1 72 1000000 1263555 14.997239
1 72 1000000 1248611 14.426990
1 72 1000000 1254499 14.297482
1 72 1000000 1251420 14.291095
1 72 1000000 1252066 13.668245
1 72 1000000 1038182 13.675337
1 72 1000000 1148374 15.033611
1 72 1000000 1252298 32.500324
1 72 1000000 1135158 14.259034
1 72 1000000 1038795 15.386524
1 72 1000000 1112926 14.594090
1 72 1000000 1248108 14.513751
1 72 1000000 1038187 14.785247
1 72 1000000 1269367 15.855330
1 72 1000000 1131440 14.499528
1 72 1000000 1252264 14.351224
1 72 1000000 1249293 13.762356
1 72 1000000 1038546 33.246576
1 72 1000000 1150059 13.988102
1 72 1000000 1038182 13.742823
1 72 1000000 1146787 14.587549
1 72 1000000 1250696 14.424160
1 72 1000000 1280220 14.489861
1 72 1000000 1182155 13.736425
1 72 1000000 1038187 14.879648
1 72 1000000 1252316 13.775812
1 72 1000000 1038182 15.352552
1 72 1000000 1038544 13.751159
1 72 1000000 1251687 14.783323
1 72 1000000 1038732 14.383100
1 72 1000000 1038374 14.068391
1 72 1000000 1255733 13.908586
1 72 1000000 1087342 13.720455
1 72 1000000 1252262 13.769877
1 72 1000000 1038187 13.706097
1 72 1000000 1252804 14.291620
1 72 1000000 1250211 15.844116
1 72 1000000 1038546 14.459049
1 72 1000000 1038546 15.397184
1 72 1000000 1179179 13.792773
1 72 1000000 1038549 13.946245
1 72 1000000 1216536 14.287969
1 72 1000000 1257754 14.292720
1 72 1000000 1304798 14.383881
1 72 1000000 1257020 14.450521
1 72 1000000 1038546 14.602174
1 72 1000000 1275461 14.958673
1 72 1000000 1268925 13.793051
1 72 1000000 1038187 13.663832
1 72 1000000 1255022 14.959738
1 72 1000000 1111927 14.493463
1 72 1000000 1252505 14.366328
1 72 1000000 1252701 15.141450
1 72 1000000 1144690 13.609917
1 72 1000000 1038544 23.919577
1 72 1000000 1159839 14.058703
1 72 1000000 1252580 14.247548
1 72 1000000 1135958 13.693774
1 72 1000000 1038180 14.385823
1 72 1000000 1061751 14.638487
1 72 1000000 1256979 14.293342
1 72 1000000 1261050 14.360673
1 72 1000000 1252364 13.699831
1 72 1000000 1038452 14.301553
1 72 1000000 1038544 20.886230
1 72 1000000 1167086 22.003553
1 72 1000000 1203707 13.124077
1 72 1000000 1276385 33.683949
1 72 1000000 1115344 14.031775
1 72 1000000 1038538 15.385063
1 72 1000000 1124419 14.647530
