2474 72 1 1.013931
4875 72 2 1.459821
9677 72 4 1.693438
19281 72 8 2.777259
28885 72 12 3.719586
38489 72 16 4.927625
57697 72 24 7.145096
76905 72 32 9.646797
115321 72 48 14.358547
153737 72 64 27.566486
172945 72 72 24.338491
