2410 8 1 1.078504
4811 8 2 1.431519
9613 8 8 4.310353
19217 8 12 6.963428
28821 8 16 9.533101
38425 8 24 16.293745
57633 8 32 23.323002
76841 8 48 38.985638
115257 8 64 58.724983
172881 8 72 72.191154
