72 72 0.127995
72 72 0.126158
72 72 0.112304
72 72 0.115142
72 72 0.129301
72 72 0.114225
72 72 0.124133
72 72 0.112580
72 72 0.122823
72 72 0.156946
72 144 0.180401
72 144 0.196026
72 144 0.181313
72 144 0.197652
72 144 0.190468
72 144 0.171479
72 144 0.188401
72 144 0.242237
72 144 0.199429
72 144 0.179027
72 216 0.269671
72 216 0.259639
72 216 0.250687
72 216 0.261883
72 216 0.266776
72 216 0.261100
72 216 0.247456
72 216 0.280779
72 216 0.246441
72 216 0.266328
72 288 0.340459
72 288 0.336129
72 288 0.335196
72 288 0.345567
72 288 0.334796
72 288 0.321620
72 288 0.322316
72 288 0.323705
72 288 0.330887
72 288 0.344851
72 576 0.609602
72 576 0.618238
72 576 0.609126
72 576 0.615983
72 576 0.941305
72 576 0.624826
72 576 0.619571
72 576 0.615700
72 576 0.619177
72 576 0.624288
72 1152 1.202356
72 1152 1.195360
72 1152 1.523518
72 1152 1.191493
72 1152 1.190833
72 1152 1.200516
72 1152 1.182413
72 1152 1.196423
72 1152 1.190849
72 1152 1.189852
72 2592 2.633379
72 2592 2.657436
72 2592 2.636058
72 2592 2.623941
72 2592 2.624520
72 2592 2.647070
72 2592 2.632076
72 2592 2.690415
72 2592 2.624289
72 2592 2.621246
72 5184 5.282420
72 5184 5.271886
72 5184 5.617995
72 5184 5.212277
72 5184 5.212791
72 5184 5.208903
72 5184 5.213730
72 5184 5.241722
72 5184 5.213096
72 5184 5.206414
72 10368 10.468281
72 10368 10.402647
72 10368 10.386853
72 10368 10.392214
72 10368 10.390148
72 10368 10.399245
72 10368 10.393570
72 10368 10.383403
72 10368 10.397437
72 10368 10.399854
