72 72 0.224613
72 72 0.208865
72 72 0.286434
72 72 0.321531
72 72 0.351078
72 72 0.295327
72 72 0.107941
72 72 0.357682
72 72 0.263474
72 72 0.298560
144 144 1.094365
144 144 1.848626
144 144 1.301682
144 144 1.658967
144 144 0.895211
144 144 1.801310
144 144 1.811815
144 144 1.573396
144 144 1.081804
144 144 1.116026
216 216 5.072785
216 216 6.002497
216 216 4.141697
216 216 4.715698
216 216 4.314888
216 216 5.036106
216 216 5.265931
216 216 4.159161
216 216 5.835314
216 216 3.787063
288 288 14.487306
288 288 12.608116
288 288 13.851986
288 288 14.426988
288 288 17.277866
288 288 11.712311
288 288 15.410897
288 288 14.283037
288 288 13.774067
288 288 10.873429
