72 10368 10.382491
72 10368 10.388262
72 10368 11.017289
72 10368 10.384997
72 10368 10.530633
72 10368 10.475164
72 10368 10.806286
72 10368 10.411839
72 10368 10.409232
72 10368 10.858898
144 10368 18.204790
144 10368 16.972683
144 10368 17.793621
144 10368 18.093706
144 10368 17.658937
144 10368 18.421940
144 10368 17.740160
144 10368 18.573225
144 10368 18.567656
144 10368 18.071951
216 10368 26.327593
216 10368 23.323612
216 10368 24.620674
216 10368 19.674124
216 10368 26.971634
216 10368 31.475769
216 10368 23.888144
216 10368 30.784414
216 10368 21.717876
216 10368 24.771406
288 10368 39.887047
288 10368 49.581303
288 10368 46.956959
288 10368 31.513432
288 10368 28.444284
288 10368 42.081795
288 10368 46.103588
288 10368 30.657545
288 10368 44.183048
288 10368 26.070162
