1 72 1000000 1193804 33.100640
1 72 1000000 1098683 32.883081
1 72 1000000 1096970 32.882576
1 72 1000000 1128771 33.005442
1 72 1000000 1079998 32.905885
1 72 1000000 1098147 32.883543
1 72 1000000 1095323 32.888990
1 72 1000000 1097711 32.977360
1 72 1000000 1093921 32.881225
1 72 1000000 1099709 32.897895
1 72 1000000 1122626 32.884661
1 72 1000000 1097115 32.892925
1 72 1000000 1122320 32.912704
1 72 1000000 1095335 32.879465
1 72 1000000 1094890 32.892623
1 72 1000000 1097050 32.880875
1 72 1000000 1091297 32.883308
1 72 1000000 1121325 32.945939
1 72 1000000 1096328 32.900894
1 72 1000000 1145519 32.919954
1 72 1000000 1094095 32.919877
1 72 1000000 1177432 32.888266
1 72 1000000 1119356 32.873662
1 72 1000000 1122528 32.906411
1 72 1000000 1122892 32.991766
1 72 1000000 1038187 33.056486
1 72 1000000 1079670 32.931333
2 72 1000000 1150991 34.020560
2 72 1000000 1122523 34.017706
2 72 1000000 1038322 34.174799
2 72 1000000 1038590 34.481099
2 72 1000000 1121729 34.126876
2 72 1000000 1038327 34.019324
2 72 1000000 1084781 34.138229
2 72 1000000 1092164 34.058771
2 72 1000000 1096366 34.334019
2 72 1000000 1146113 33.928928
2 72 1000000 1120859 34.056008
2 72 1000000 1130735 34.091235
2 72 1000000 1038590 34.177775
2 72 1000000 1089361 33.956177
2 72 1000000 1150006 34.173254
2 72 1000000 1121152 34.224641
2 72 1000000 1080773 34.164631
2 72 1000000 1091695 34.244871
2 72 1000000 1149540 34.262067
2 72 1000000 1085609 34.041670
2 72 1000000 1088231 33.874347
2 72 1000000 1038337 34.126901
2 72 1000000 1090117 34.082510
2 72 1000000 1196552 34.092405
2 72 1000000 1074678 33.984863
2 72 1000000 1098946 34.639505
2 72 1000000 1094104 34.081794
2 72 1000000 1202676 34.237805
2 72 1000000 1038322 34.233560
2 72 1000000 1203396 34.191378
2 72 1000000 1038590 34.388011
2 72 1000000 1121677 34.405525
2 72 1000000 1054701 33.914596
2 72 1000000 1085713 34.116558
2 72 1000000 1090671 34.409391
2 72 1000000 1096876 34.022772
2 72 1000000 1104119 33.951248
2 72 1000000 1096062 34.038721
2 72 1000000 1091653 34.027791
2 72 1000000 1096576 33.934403
2 72 1000000 1097318 34.005925
2 72 1000000 1099294 34.186293
2 72 1000000 1038590 35.779173
2 72 1000000 1097727 34.050072
2 72 1000000 1106559 34.172635
2 72 1000000 1038218 34.257343
2 72 1000000 1093946 34.217210
2 72 1000000 1104799 34.371539
2 72 1000000 1038327 33.894949
2 72 1000000 1085764 33.906982
2 72 1000000 1083333 33.967973
2 72 1000000 1175653 34.020168
2 72 1000000 1097982 34.073291
2 72 1000000 1079820 34.017525
2 72 1000000 1110342 34.081082
2 72 1000000 1133070 34.023499
2 72 1000000 1038588 34.212992
2 72 1000000 1088261 34.210708
2 72 1000000 1097195 34.261385
2 72 1000000 1084836 34.551918
2 72 1000000 1120349 34.050862
2 72 1000000 1080996 34.115089
2 72 1000000 1082951 33.959536
2 72 1000000 1088264 34.022172
2 72 1000000 1092891 33.940550
2 72 1000000 1082763 34.044677
2 72 1000000 1115599 33.945007
2 72 1000000 1090542 34.186179
2 72 1000000 1100525 34.461611
2 72 1000000 1155920 34.570231
2 72 1000000 1083924 34.086868
2 72 1000000 1209739 33.943728
2 72 1000000 1120784 34.507841
2 72 1000000 1116390 34.230906
2 72 1000000 1100019 34.069970
2 72 1000000 1107984 34.152725
2 72 1000000 1082807 34.224890
2 72 1000000 1133168 36.264545
2 72 1000000 1158822 34.193325
2 72 1000000 1038327 34.406968
2 72 1000000 1160806 34.525140
2 72 1000000 1102252 34.204864
2 72 1000000 1095522 34.400711
2 72 1000000 1089308 34.226698
2 72 1000000 1130442 34.069396
2 72 1000000 1116512 34.114499
2 72 1000000 1038590 34.355475
2 72 1000000 1183011 34.273292
2 72 1000000 1038322 34.203730
2 72 1000000 1091944 34.067264
2 72 1000000 1082043 33.960249
2 72 1000000 1088759 34.081287
2 72 1000000 1083955 34.112065
2 72 1000000 1089872 34.322213
2 72 1000000 1200113 34.636094
2 72 1000000 1213500 34.297183
2 72 1000000 1085362 34.244156
2 72 1000000 1122145 34.212744
2 72 1000000 1082941 33.983719
2 72 1000000 1038588 34.180891
3 72 1000000 1119108 36.424184
3 72 1000000 1105726 36.319245
3 72 1000000 1089658 36.237082
3 72 1000000 1135863 36.449245
3 72 1000000 1082547 36.204240
3 72 1000000 1119989 36.148482
3 72 1000000 1125854 35.971580
3 72 1000000 1085989 36.197086
3 72 1000000 1089121 36.433378
3 72 1000000 1125735 36.245934
3 72 1000000 1038550 36.148530
3 72 1000000 1113923 35.907885
3 72 1000000 1098752 36.175113
3 72 1000000 1128788 36.418184
3 72 1000000 1086163 36.223899
3 72 1000000 1128550 36.075192
3 72 1000000 1105861 36.971306
3 72 1000000 1096213 36.719331
3 72 1000000 1087005 37.018024
3 72 1000000 1092924 36.753877
3 72 1000000 1152601 36.316054
3 72 1000000 1114208 36.290617
3 72 1000000 1152287 36.540786
3 72 1000000 1121637 36.318522
3 72 1000000 1159982 36.143828
3 72 1000000 1038590 36.135915
3 72 1000000 1096949 36.646795
3 72 1000000 1096103 36.507392
3 72 1000000 1101838 36.436062
3 72 1000000 1168329 36.132993
3 72 1000000 1038322 36.041199
3 72 1000000 1094997 36.282755
3 72 1000000 1121944 36.388826
3 72 1000000 1095233 36.487590
3 72 1000000 1103494 36.211837
3 72 1000000 1101491 36.394849
3 72 1000000 1090541 37.978354
3 72 1000000 1038322 36.685435
3 72 1000000 1091634 37.187306
3 72 1000000 1089900 36.764051
3 72 1000000 1038218 36.333977
3 72 1000000 1116878 36.343431
3 72 1000000 1096033 36.267533
3 72 1000000 1119910 36.562132
3 72 1000000 1138668 36.876308
3 72 1000000 1123713 37.370869
3 72 1000000 1112790 37.028123
3 72 1000000 1125660 36.892523
3 72 1000000 1038590 36.586456
3 72 1000000 1108573 36.607194
3 72 1000000 1143368 36.844383
3 72 1000000 1038322 36.573664
3 72 1000000 1096642 36.469849
3 72 1000000 1131512 37.197987
3 72 1000000 1099907 36.404224
3 72 1000000 1151773 36.404096
3 72 1000000 1091716 36.274073
3 72 1000000 1125467 36.023575
3 72 1000000 1128991 35.968879
3 72 1000000 1038327 36.397851
3 72 1000000 1152636 36.829228
3 72 1000000 1120249 36.197143
3 72 1000000 1090417 36.106721
3 72 1000000 1157513 36.456926
3 72 1000000 1096581 36.488741
3 72 1000000 1103099 36.456078
3 72 1000000 1129122 36.142205
3 72 1000000 1038220 36.200866
3 72 1000000 1107726 36.779032
3 72 1000000 1096264 36.529475
3 72 1000000 1075246 36.338515
3 72 1000000 1097186 36.776053
3 72 1000000 1092661 36.516350
3 72 1000000 1119697 36.408300
3 72 1000000 1085088 36.006812
3 72 1000000 1097010 37.063131
3 72 1000000 1126870 36.615976
3 72 1000000 1084240 36.290120
3 72 1000000 1114235 36.434281
3 72 1000000 1095643 36.788765
3 72 1000000 1091047 36.462414
3 72 1000000 1121785 36.895118
3 72 1000000 1100238 36.428620
3 72 1000000 1076667 37.216848
3 72 1000000 1098013 36.833756
3 72 1000000 1099662 36.567544
3 72 1000000 1096954 36.319405
3 72 1000000 1095668 36.282072
3 72 1000000 1126835 37.021331
3 72 1000000 1103722 36.620142
3 72 1000000 1126511 36.340716
3 72 1000000 1038590 36.605072
3 72 1000000 1113949 36.262465
3 72 1000000 1097671 36.431079
3 72 1000000 1038327 36.357653
3 72 1000000 1138497 36.674067
3 72 1000000 1053092 36.182465
3 72 1000000 1134647 37.115263
3 72 1000000 1141457 37.028787
3 72 1000000 1097650 36.351035
4 72 1000000 1112134 37.387861
4 72 1000000 1143919 37.571369
4 72 1000000 1178511 37.672373
4 72 1000000 1182730 37.639244
4 72 1000000 1149471 37.463859
4 72 1000000 1104617 37.461713
4 72 1000000 1148814 38.141764
4 72 1000000 1112512 37.500499
4 72 1000000 1150819 37.672815
4 72 1000000 1112980 37.903907
4 72 1000000 1099465 37.866034
4 72 1000000 1076770 37.983669
4 72 1000000 1107889 37.915930
4 72 1000000 1081891 37.876118
4 72 1000000 1049638 37.878537
4 72 1000000 1084335 37.767511
4 72 1000000 1086821 37.982733
4 72 1000000 1203145 38.227538
4 72 1000000 1129570 37.436352
4 72 1000000 1149792 37.657879
4 72 1000000 1087281 38.030956
4 72 1000000 1152834 37.403639
4 72 1000000 1123830 37.694418
4 72 1000000 1120127 38.002196
4 72 1000000 1111603 37.528278
4 72 1000000 1136405 38.122205
4 72 1000000 1194528 38.479050
4 72 1000000 1131099 38.556940
4 72 1000000 1117607 37.778725
4 72 1000000 1098470 38.245966
4 72 1000000 1128840 38.053746
4 72 1000000 1105445 37.638575
4 72 1000000 1038588 37.593309
4 72 1000000 1134777 37.425749
4 72 1000000 1099080 37.970617
4 72 1000000 1102906 37.542648
4 72 1000000 1099183 38.097621
4 72 1000000 1108807 37.453492
4 72 1000000 1097764 37.433595
4 72 1000000 1141591 38.372149
4 72 1000000 1120470 37.783112
4 72 1000000 1151582 37.948473
4 72 1000000 1128453 37.611960
4 72 1000000 1131542 37.571249
4 72 1000000 1038218 37.394964
4 72 1000000 1153520 37.429855
4 72 1000000 1098127 37.460117
4 72 1000000 1122735 37.437455
4 72 1000000 1132800 37.457452
4 72 1000000 1119393 37.470256
4 72 1000000 1135178 37.335487
4 72 1000000 1038218 37.856871
4 72 1000000 1038590 37.619943
4 72 1000000 1150010 38.075030
4 72 1000000 1038327 37.859965
4 72 1000000 1038922 37.666197
4 72 1000000 1129856 37.663244
4 72 1000000 1143303 37.829475
4 72 1000000 1148903 37.572017
4 72 1000000 1169657 37.815751
4 72 1000000 1148685 37.428539
4 72 1000000 1137180 37.530106
4 72 1000000 1038327 37.999675
4 72 1000000 1109079 37.534919
4 72 1000000 1038322 37.434465
4 72 1000000 1142486 37.569958
4 72 1000000 1156992 37.596626
4 72 1000000 1149370 37.793743
4 72 1000000 1114205 37.930394
4 72 1000000 1127496 37.848129
4 72 1000000 1156219 38.596934
4 72 1000000 1038322 38.480187
4 72 1000000 1129376 38.056452
4 72 1000000 1136886 37.562666
4 72 1000000 1038327 37.625181
4 72 1000000 1125065 37.372682
4 72 1000000 1125566 37.564830
4 72 1000000 1093577 37.964838
4 72 1000000 1102471 37.650043
4 72 1000000 1038684 38.016602
4 72 1000000 1101332 37.940368
4 72 1000000 1087739 37.595254
4 72 1000000 1078088 38.449998
4 72 1000000 1141212 37.868310
4 72 1000000 1156762 37.976548
4 72 1000000 1090923 38.085960
4 72 1000000 1107456 37.635070
4 72 1000000 1094102 37.767641
4 72 1000000 1095639 38.494169
4 72 1000000 1118856 37.412044
4 72 1000000 1233208 37.812224
4 72 1000000 1140362 37.730381
4 72 1000000 1097786 38.578867
4 72 1000000 1115611 37.780410
4 72 1000000 1098469 37.878009
4 72 1000000 1110099 37.531245
4 72 1000000 1132731 37.354284
4 72 1000000 1135473 38.245621
4 72 1000000 1114574 37.528230
4 72 1000000 1155781 37.588845
