2 78117.000000
2 48361.000000
2 50714.000000
2 56390.000000
2 51629.000000
2 51039.000000
2 51108.000000
2 48905.000000
2 53849.000000
2 49337.000000
2 49423.000000
2 51689.000000
2 52348.000000
2 50926.000000
2 49354.000000
2 51844.000000
2 59480.000000
2 56114.000000
2 53182.000000
2 49092.000000
2 48342.000000
2 52229.000000
2 55859.000000
2 48118.000000
2 49467.000000
2 50888.000000
2 51566.000000
2 50725.000000
2 51750.000000
2 53314.000000
2 50495.000000
2 51192.000000
2 50936.000000
2 52868.000000
2 57552.000000
2 55142.000000
2 52462.000000
2 54160.000000
2 54486.000000
2 53996.000000
2 56298.000000
2 52194.000000
2 55336.000000
2 53206.000000
2 57324.000000
2 54368.000000
2 56396.000000
2 59679.000000
2 57291.000000
2 51233.000000
4 65305.000000
4 55273.000000
4 416034.000000
4 87843.666667
4 70457.666667
4 74377.666667
4 68178.000000
4 240828.333333
4 67475.333333
4 65794.666667
4 100785.333333
4 68224.666667
4 66990.000000
4 43418.666667
4 43596.666667
4 49101.333333
4 65554.666667
4 46832.000000
4 454941.333333
4 51529.333333
4 51454.000000
4 68505.333333
4 87690.000000
4 171907.000000
4 143186.000000
4 155841.000000
4 43861.000000
4 86300.000000
4 59615.000000
4 51369.333333
4 53325.000000
4 517134.333333
4 435367.333333
4 51493.000000
4 99826.333333
4 84967.333333
4 206386.000000
4 50336.333333
4 43608.000000
4 72770.000000
4 47294.666667
4 46382.666667
4 80754.666667
4 45556.000000
4 82218.666667
4 446291.333333
4 179466.333333
4 47488.000000
4 44347.333333
4 65718.666667
8 134039.428571
8 233142.857143
8 87739.000000
8 133763.571429
8 145760.285714
8 122234.000000
8 232210.857143
8 176724.142857
8 123993.285714
8 133477.428571
8 133283.428571
8 134050.428571
8 141657.000000
8 159242.142857
8 77418.142857
8 262446.857143
8 143081.000000
8 120797.285714
8 86011.714286
8 241599.000000
8 153010.000000
8 204699.142857
8 236577.857143
8 247407.714286
8 165845.428571
8 202988.571429
8 215222.428571
8 220851.428571
8 120498.142857
8 153575.857143
8 130104.571429
8 177972.714286
8 133808.857143
8 111898.142857
8 234932.000000
8 242852.857143
8 154668.142857
8 87430.571429
8 218685.857143
8 169843.285714
8 107461.571429
8 190330.000000
8 87253.428571
8 134046.142857
8 156696.285714
8 178233.000000
8 206729.857143
8 119243.000000
8 186154.000000
8 128056.000000
16 150860.466667
16 165854.933333
16 104784.933333
16 164627.066667
16 176781.066667
16 173670.866667
16 109800.066667
16 228523.400000
16 212730.133333
16 340181.866667
16 173322.800000
16 242628.466667
16 292789.000000
16 215494.666667
16 348316.800000
16 172290.400000
16 193139.600000
16 113202.733333
16 225578.066667
16 118075.866667
16 236634.400000
16 227066.333333
16 166980.866667
16 253988.600000
16 118124.333333
16 148971.000000
16 133653.066667
16 206070.800000
16 296428.533333
16 193446.466667
16 165086.466667
16 218064.200000
16 160404.733333
16 221699.733333
16 191625.266667
16 215701.866667
16 177897.333333
16 118129.400000
16 120261.266667
16 276452.333333
16 250388.466667
16 184588.200000
16 184203.733333
16 295343.266667
16 114733.200000
16 165289.400000
16 176203.000000
16 188791.733333
16 297572.666667
16 144663.533333
24 191816.565217
24 270403.782609
24 199759.869565
24 235078.130435
24 200925.652174
24 241851.130435
24 233685.521739
24 237417.739130
24 229666.608696
24 271442.130435
24 231688.956522
24 194178.869565
24 282519.173913
24 252600.869565
24 266572.695652
24 258063.130435
24 270528.391304
24 234135.260870
24 264680.173913
24 275550.652174
24 188342.000000
24 301693.347826
24 241570.608696
24 184758.217391
24 266599.478261
24 321103.086957
24 136021.565217
24 197579.347826
24 202726.695652
24 235459.260870
24 273282.391304
24 230801.000000
24 274675.782609
24 279373.130435
24 259610.130435
24 273853.260870
24 293521.173913
24 239413.086957
24 227617.304348
24 235349.652174
24 267514.521739
24 214710.826087
24 275429.739130
24 243491.086957
24 166463.869565
24 193526.652174
24 405897.913043
24 195886.739130
24 170730.608696
24 236957.347826
36 283459.057143
36 278878.542857
36 222130.200000
36 256117.685714
36 313533.800000
36 311299.114286
36 323585.800000
36 312929.685714
36 363860.914286
36 300774.028571
36 322270.657143
36 252595.257143
36 282238.828571
36 290923.228571
36 305707.085714
36 273887.714286
36 320723.857143
36 322243.971429
36 255136.571429
36 174357.342857
36 290011.428571
36 282255.171429
36 283675.685714
36 225806.771429
36 268508.085714
36 281908.400000
36 295490.971429
36 290954.685714
36 215302.685714
36 306063.771429
36 289367.685714
36 247215.000000
36 258064.428571
36 173266.485714
36 264652.371429
36 168154.057143
36 234701.485714
36 266603.171429
36 254880.485714
36 311032.085714
36 268275.628571
36 322388.371429
36 203985.685714
36 176682.285714
36 253387.800000
36 287299.400000
36 320905.028571
36 263641.114286
36 283978.114286
36 298862.428571
48 348488.914894
48 552179.872340
48 356745.595745
48 367793.808511
48 337684.829787
48 383482.234043
48 354718.574468
48 372261.468085
48 411501.765957
48 376928.914894
48 329583.936170
48 370055.893617
48 380958.787234
48 304736.978723
48 411223.808511
48 1197485.659574
48 452791.936170
48 401911.787234
48 306492.936170
48 431572.553191
48 383251.212766
48 387375.787234
48 329593.553191
48 360452.085106
48 339084.659574
48 289338.829787
48 527676.382979
48 482690.000000
48 233690.574468
48 249733.957447
48 435172.787234
48 372084.659574
48 453270.659574
48 406339.765957
48 473369.170213
48 450336.893617
48 369576.808511
48 350976.000000
48 363496.404255
48 357572.617021
48 431776.978723
48 262717.382979
48 361670.170213
48 434517.255319
48 309102.021277
48 368152.404255
48 350758.446809
48 399262.595745
48 359068.872340
48 297821.872340
64 546932.031746
64 390020.571429
64 411108.015873
64 419526.984127
64 1183358.650794
64 322434.396825
64 368410.365079
64 263736.984127
64 404962.158730
64 353048.730159
64 304514.396825
64 290021.507937
64 363648.253968
64 382099.682540
64 273191.809524
64 425705.888889
64 336226.222222
64 424411.650794
64 281056.079365
64 296466.809524
64 389090.555556
64 355553.301587
64 360078.333333
64 576041.031746
64 369081.174603
64 341898.841270
64 262832.158730
64 360240.920635
64 410147.920635
64 243332.396825
64 329904.285714
64 442686.539683
64 373481.666667
64 653526.666667
64 355618.619048
64 331533.000000
64 374717.507937
64 323129.587302
64 252792.761905
64 318935.523810
64 368460.904762
64 429960.412698
64 342755.825397
64 355284.825397
64 239163.714286
64 407495.793651
64 380315.825397
64 427819.634921
64 383228.238095
64 269678.142857
72 312631.830986
72 534208.732394
72 1672265.042254
72 935399.225352
72 1057545.915493
72 1067876.788732
72 1319564.577465
72 733456.450704
72 1507505.225352
72 342823.450704
72 599253.183099
72 924530.943662
72 525993.352113
72 1036398.380282
72 789147.873239
72 368051.014085
72 351622.549296
72 383474.070423
72 654097.366197
72 1613567.830986
72 499131.267606
72 1035284.676056
72 579226.549296
72 331993.450704
72 553404.633803
72 291178.690141
72 817641.464789
72 379694.478873
72 554295.873239
72 975838.760563
72 927100.591549
72 1537318.830986
72 369568.394366
72 291697.985915
72 540522.746479
72 295942.492958
72 2200864.352113
72 1253542.943662
72 464027.929577
72 599136.704225
72 385980.492958
72 737079.971831
72 368958.422535
72 155721.394366
72 239541.225352
72 555525.126761
72 1529123.746479
72 568573.042254
72 366380.830986
72 355223.507042
