360 16 1 34.288574
703 16 2 41.540981
1389 16 4 42.741646
2761 16 8 36.396358
4133 16 12 30.197264
8249 16 24 31.379087
10993 16 32 33.583008
16481 16 48 35.403229
21969 16 64 37.547977
24713 16 72 36.487480
