2466 64 1 0.914014
4867 64 2 1.176453
9669 64 4 1.658980
19273 64 8 2.868886
28877 64 12 3.682833
38481 64 16 4.827189
57689 64 24 7.197160
76897 64 32 9.497966
115313 64 48 14.442680
153729 64 64 20.610411
172937 64 72 23.901030
