392 48 1 37.384865
735 48 2 48.456173
1421 48 4 40.927406
2793 48 8 38.766014
4165 48 12 38.253761
5537 48 16 41.255260
8281 48 24 36.055744
11025 48 32 36.998074
16513 48 48 43.400936
22001 48 64 42.831871
24745 48 72 48.888004
