2426 24 1 1.021047
4827 24 2 1.271736
9629 24 4 1.852047
19233 24 12 4.192361
28837 24 16 5.425694
38441 24 24 8.296828
76857 24 32 11.299343 
115273  24 48 18.329088
153689 24 64 27.523687
172897 24 72 33.120358
