368 24 1 33.979073
711 24 2 45.518364
1397 24 4 39.108665
2769 24 8 38.639493
4141 24 12 36.714642
5513 24 16 35.547451
8257 24 24 38.822556
11001 24 32 38.610245 
16489 24 48 43.764069
21977 24 64 44.017151
24721 24 72 40.107246
