72 72 0.128599
72 72 0.060577
72 72 0.079632
72 72 0.040005
72 72 0.068337
72 72 0.035852
72 72 0.052522
72 72 0.043900
72 72 0.040301
72 72 0.087122
144 144 0.136897
144 144 0.084574
144 144 0.102891
144 144 0.107340
144 144 0.061173
144 144 0.045984
144 144 0.136721
144 144 0.080603
144 144 0.092981
144 144 0.106025
216 216 0.182251
216 216 0.206664
216 216 0.090358
216 216 0.191379
216 216 0.142680
216 216 0.203383
216 216 0.128351
216 216 0.069235
216 216 0.058056
216 216 0.308223
288 288 0.224129
288 288 0.192467
288 288 0.170575
288 288 0.110295
288 288 0.322118
288 288 0.197653
288 288 0.120039
288 288 0.196733
288 288 0.284711
288 288 0.182032
