72 72 9.332023
72 72 8.903425
72 72 8.387632
72 72 9.159697
72 72 9.229641
72 72 8.250554
72 72 9.050116
72 72 9.527602
72 72 8.938827
72 72 8.989337
144 144 11.207385
144 144 11.182725
144 144 9.323432
144 144 11.276824
144 144 10.368727
144 144 11.287102
144 144 10.858714
144 144 10.440453
144 144 10.141285
144 144 10.243871
216 216 10.046073
216 216 9.651273
216 216 10.016859
216 216 9.709763
216 216 9.511983
216 216 9.780111
216 216 9.736239
216 216 9.573865
216 216 9.842260
216 216 9.422254
288 288 9.691813
288 288 9.268055
288 288 9.294414
288 288 9.535723
288 288 9.184764
288 288 9.574387
288 288 9.067390
288 288 9.819637
288 288 9.645763
288 288 9.092352
